filename,width,height,class,xmin,ymin,xmax,ymax
20200529_101913.jpg,3024,4032,connection,1322,1848,1681,1945
MOVIE_3.mp4_frame_230.jpg,1080,1920,connection,504,831,590,853
VID_11.mp4_frame_630.jpg,1920,1080,connection,897,494,1063,525
VID_3.mp4_frame_530.jpg,1920,1080,connection,645,467,761,483
VID_3.mp4_frame_720.jpg,1920,1080,connection,646,458,764,476
20200529_102030.jpg,3024,4032,connection,1107,1896,1669,2026
20200529_102219.jpg,3024,4032,connection,1419,1789,1653,1846
20200529_101810.jpg,3024,4032,connection,1025,1296,1451,1353
20200529_101748.jpg,3024,4032,connection,1392,2153,1689,2234
MOVIE_1.mp4_frame_480.jpg,1080,1920,connection,533,873,617,883
VID_3.mp4_frame_60.jpg,1920,1080,connection,614,428,746,448
20200529_101819.jpg,3024,4032,connection,1447,1107,1925,1200
20200529_101816.jpg,3024,4032,connection,1485,1578,1870,1645
MOVIE_1.mp4_frame_30.jpg,1080,1920,connection,498,915,579,927
VID_11.mp4_frame_120.jpg,1920,1080,connection,889,388,1054,408
20200529_101900.jpg,3024,4032,connection,1399,1874,1729,1966
VID_10.mp4_frame_110.jpg,2160,3840,connection,987,2115,1237,2151
VID_10.mp4_frame_264.jpg,2160,3840,connection,994,2166,1252,2221
VID_10.mp4_frame_204.jpg,2160,3840,connection,978,2165,1233,2226
VID_11.mp4_frame_370.jpg,1920,1080,connection,887,476,1054,505
MOVIE_1.mp4_frame_260.jpg,1080,1920,connection,535,897,615,910
VID_10.mp4_frame_32.jpg,2160,3840,connection,979,2065,1236,2106
VID_10.mp4_frame_88.jpg,2160,3840,connection,984,2100,1256,2148
20200529_101744.jpg,3024,4032,connection,1438,1552,1704,1611
MOVIE_3.mp4_frame_210.jpg,1080,1920,connection,501,827,593,852
VID_3.mp4_frame_460.jpg,1920,1080,connection,651,469,767,486
VID_10.mp4_frame_36.jpg,2160,3840,connection,984,2072,1237,2108
VID_10.mp4_frame_304.jpg,2160,3840,connection,977,2162,1238,2220
VID_10.mp4_frame_90.jpg,2160,3840,connection,983,2109,1253,2152
VID_4.mp4_frame_760.jpg,1920,1080,connection,772,516,885,535
VID_3.mp4_frame_480.jpg,1920,1080,connection,643,464,765,484
20200529_102225.jpg,3024,4032,connection,1349,1676,1659,1735
MOVIE_2.mp4_frame_1240.jpg,1080,1920,connection,511,835,601,856
VID_10.mp4_frame_260.jpg,2160,3840,connection,986,2166,1252,2226
MOVIE_2.mp4_frame_30.jpg,1080,1920,connection,490,892,579,907
20200529_102039.jpg,3024,4032,connection,1125,1663,1677,1796
MOVIE_2.mp4_frame_1270.jpg,1080,1920,connection,513,822,604,843
20200529_101804.jpg,3024,4032,connection,1263,945,1670,1012
VID_3.mp4_frame_270.jpg,1920,1080,connection,633,432,763,449
MOVIE_1.mp4_frame_850.jpg,1080,1920,connection,548,888,636,902
20200529_102042.jpg,3024,4032,connection,1269,1711,1821,1852
20200529_101925.jpg,3024,4032,connection,1389,1004,1788,1104
VID_11.mp4_frame_330.jpg,1920,1080,connection,880,464,1051,488
20200529_101757.jpg,3024,4032,connection,1425,1800,1836,1881
MOVIE_1.mp4_frame_200.jpg,1080,1920,connection,515,906,596,918
20200529_102033.jpg,3024,4032,connection,1329,2134,1877,2277
MOVIE_3.mp4_frame_100.jpg,1080,1920,connection,505,822,597,840
20200529_101811.jpg,3024,4032,connection,1525,2090,1914,2149
20200529_102036.jpg,3024,4032,connection,1274,1981,1810,2092
20200529_101922.jpg,3024,4032,connection,1251,1004,1658,1119
MOVIE_3.mp4_frame_320.jpg,1080,1920,connection,504,838,603,880
VID_10.mp4_frame_96.jpg,2160,3840,connection,978,2105,1247,2146
20200529_101903.jpg,3024,4032,connection,1369,1811,1706,1892
MOVIE_1.mp4_frame_570.jpg,1080,1920,connection,543,869,623,882
MOVIE_3.mp4_frame_880.jpg,1080,1920,connection,511,841,602,862
VID_3.mp4_frame_80.jpg,1920,1080,connection,616,431,749,449
VID_10.mp4_frame_216.jpg,2160,3840,connection,971,2164,1232,2222
20200529_102035(0).jpg,3024,4032,connection,1311,1829,1855,1959
MOVIE_2.mp4_frame_980.jpg,1080,1920,connection,481,837,574,857
VID_3.mp4_frame_850.jpg,1920,1080,connection,656,472,771,488
VID_4.mp4_frame_30.jpg,1920,1080,connection,666,491,786,507
VID_3.mp4_frame_10.jpg,1920,1080,connection,608,422,738,442
MOVIE_1.mp4_frame_460.jpg,1080,1920,connection,541,871,624,885
MOVIE_2.mp4_frame_280.jpg,1080,1920,connection,496,868,589,886
VID_10.mp4_frame_176.jpg,2160,3840,connection,983,2150,1238,2216
VID_4.mp4_frame_110.jpg,1920,1080,connection,669,489,784,504
20200529_102031.jpg,3024,4032,connection,1206,1949,1759,2085
VID_11.mp4_frame_560.jpg,1920,1080,connection,898,494,1064,528
20200529_101917.jpg,3024,4032,connection,1821,1692,2173,1763
VID_10.mp4_frame_68.jpg,2160,3840,connection,995,2098,1249,2135
MOVIE_1.mp4_frame_40.jpg,1080,1920,connection,503,915,582,925
MOVIE_2.mp4_frame_1230.jpg,1080,1920,connection,505,837,602,857
VID_4.mp4_frame_80.jpg,1920,1080,connection,666,490,787,509
MOVIE_2.mp4_frame_130.jpg,1080,1920,connection,476,868,572,881
MOVIE_2.mp4_frame_1260.jpg,1080,1920,connection,512,826,603,846
VID_10.mp4_frame_100.jpg,2160,3840,connection,982,2108,1247,2154
20200529_102042(0).jpg,3024,4032,connection,1177,1760,1732,1900
20200529_101822.jpg,3024,4032,connection,1288,1193,1770,1297
VID_3.mp4_frame_870.jpg,1920,1080,connection,653,472,772,488
VID_4.mp4_frame_820.jpg,1920,1080,connection,793,548,891,566
VID_3.mp4_frame_930.jpg,1920,1080,connection,658,475,774,490
VID_3.mp4_frame_700.jpg,1920,1080,connection,652,461,768,476
VID_10.mp4_frame_240.jpg,2160,3840,connection,970,2166,1241,2225
MOVIE_3.mp4_frame_270.jpg,1080,1920,connection,503,845,603,873
VID_4.mp4_frame_20.jpg,1920,1080,connection,669,489,785,509
20200529_101755.jpg,3024,4032,connection,1440,1641,1699,1701
VID_11.mp4_frame_190.jpg,1920,1080,connection,879,427,1054,449
MOVIE_2.mp4_frame_1200.jpg,1080,1920,connection,515,837,605,857
20200529_101831.jpg,3024,4032,connection,1489,1426,1999,1515
VID_10.mp4_frame_184.jpg,2160,3840,connection,978,2151,1226,2216
